STARTUP_NAME,STARTUP_CONTACT,STARTUP_EMAIL,STARTUP_WEBSITE,STARTUP_ADDRESS,STARTUP_SEGMENT,STARTUP_METODOLOGY,STARTUP_DESCRIPTION,STARTUP_TAGS
Quantum Educacional,(11)94342-4042,contato@quantumspace.com.br,https://quantumeduc.com,"Avenida Paulista, 171 - Andar 4 - Sala 322São Paulo/SP. CEP: 01311-904.",EdTech,SaaS ,"Somos um sistema de ensino STEAM focado em desenvolver o potencial humano e transformar as crianças e jovens para que se tornem profissionais do futuro Incríveis e ajudem a transformar o mundo. Por meio de um processo ativo unimos os conceitos de empreendedorismo, aliados as tecnologias e as habilidades do século XXI, fazendo com que vivenciem experiências e aprendam, na teoria e na prática, todas as competências buscadas no mercado de trabalho.",
QUALINFO TECNOLOGIA PARA EDUCAÇÃO,(81)99664-1364,qualinfo@qualinfo.com.br,qualinfo@qualinfo.com.br,"Av. Marques de Olinda, 126 - Sala 205Recife/PE. CEP: 50030-000.",EdTech,ERP,"A QUALINFO TECNOLOGIA PARA EDUCAÇÃO fornece soluções de tecnologia em todo o Brasil. O seu carro-chefe é o Sistema Acadweb, que pode ser utilizado por instituições de ensino nos mais diversos segmentos, desde a educação básica ao ensino superior, de diferentes portes e características de atuação. A Qualinfo  oferece serviços tecnológicos embarcados em sua plataforma, aliados a consultoria e melhores práticas no relacionamento com seus clientes, o que garante um acompanhamento consultivo de ponta a ponta.","Gestão escolar; ,Software escolar; ,escolar; ,sistema de gestão; ,erp; "
QS INTELIGENCE,(81)3071-7737,contato@qsintelligence.com.br,http://www.qsintelligence.com.br/,"Rua da Concordia, 736 - Recife/PE. CEP: 52.021-180.",Diversos Mercados,DesenvSW (Cusctom pClis),"A QS Intelligence é uma empresa desenvolvedora de softwares para as mais diversas áreas e se concentra na concepção, analise e desenvolvimento de aplicação que facilitam o funcionamento das empresas.

Nossa principal área de negócio é o foco no atendimento final ao cliente, com soluções para orientação do usuário no gerenciamento do atendimento visando a excelência, com diminuição dos tempos de atendimento e custos da operação.

A QSI conta com hardwares desenvolvidos primando pelo design e com moderna tecnologia para auxiliar nas tarefas diárias da sua empresa.",Desenvolvimento de Software ; 
Tecnosolve,(81)3454-2250,comercial@tecnosolve.com,www.tecnosolve.com,"Rua Pe Rodrigues Campelo, 365 - Recife/PE. CEP: 50730-640.",RetailTech,DesenvSW (Cusctom pClis),"Há mais de 25 anos atuando no mercado de Tecnologia da Informação, contamos com profissionais especializados e certificados em diversas áreas: Sistemas Operacionais, Redes, Segurança e Desenvolvimento de Software. Nosso objetivo é prover soluções práticas e inovadoras para atender as necessidades do mercado corporativo, criando uma experiência única e funcional para os nossos clientes. Utilizamos a tecnologia como peça de transformação para simplificar o dia a dia da sua empresa através de serviços personalizados. Dentre os serviços oferecidos, destacamos: consultoria, desenvolvimento de software, suporte à infraestrutura, redes, segurança e cloud.","I.A.; ,DESENVOLVIMENTO WEB; ,DESENVOLVIMENTO MOBILE; ,ANÁLISE DE DADOS; ,AGILE; ,e-commerce; ,consultoria; ,negócios; ,vendas; ,compliance; ,proteção; ,produtividade; ,eficiência; ,DBA; ,sistema de gestão; ,conectividade; ,internet; ,link; ,telecom; ,gestão; ,Gestão de Projetos; ,AUTOMAÇÃO; ,P&D; ,TI; ,Java; ,Remote Squad; ,CTO as a Service; ,Gestão da inovação; ,Inteligência Artificial; ,Ciência de dados; ,AWS; ,Mercado financeiro; ,experiência do cliente; ,Google; ,iot; ,B2B; ,planejamento estrategico; ,WEB; ,Cloud; ,mobile; ,Engenharia de Software; ,Servidores linux e windows; ,Virtualização ESXI; ,Firewall; ,Service desk; ,Help desk; ,suporte; ,infraestrutura em nuvem; ,monitoramento de ativos de rede; ,Azure; ,NOC; ,perfomance; ,APP; ,front-end; ,pesquisa; ,Desenvolvimento de Software ; ,gestão de ti; ,Suporte Técnico; ,Cloud Computing; ,Consultoria em TI; ,Soluções em Tecnologia; ,BigData; ,internet das coisas; "
TC CONSULTORIA,(82)99110-9239,oficial.tcconsultoria@gmail.com,https://www.linkedin.com/company/tc-gest%C3%A3o-p%C3%BAblica/mycompany/?viewAsMember=true,"Rua Major Cícero de Gois , 139 - Palmeiras dos indios/AL. CEP: 57600-050.",Diversos Mercados,DesenvSW (Cusctom pClis),"Especializações: 
Desenvolvimento de software personalizado, Análise de dados e inteligência de negócios, Gestão de projetos de TI, Segurança da informação, Consultoria em transformação digital, Desenvolvimento de aplicativos móveis, Consultoria em infraestrutura de TI, Gerenciamento de banco de dados, Integração de sistemas, Automação de processos de negócios, Consultoria em nuvem e virtualização, Desenvolvimento de websites, Análise de riscos cibernéticos, Desenvolvimento de e-commerce, Análise de big data, Desenvolvimento de soluções IoT (Internet das Coisas), Consultoria em inteligência artificial e aprendizado de máquina, Desenvolvimento de sistemas de gestão empresarial (ERP), Consultoria em cibersegurança e Desenvolvimento de soluções de realidade virtual e aumentada.",
TAURUSTECH,(81)3471-1862,adm@taurustech.com.br,https://taurustech.dev.br,"Rua domingos José Martins, 75 - Recife/PE. CEP: 50030-200.",GovTech,MobileApps,"Especializada em criar soluções na área de sistema de informação para atender as necessidades diversas encontradas pelas instituições. As soluções são baseadas em software personalizado para empresas especificas, aplicativos para dispositivos móveis e sistemas de gerenciamento de banco de dados.","DESENVOLVIMENTO MOBILE; ,I.A.; ,DESENVOLVIMENTO WEB; ,ANÁLISE DE DADOS; "
Surfix Datacenter,(81)3419-8525,contato@surfix.com.br,www.surfix.com.br,"Rua Domingos José Martins, 75 - Salas 106 1º andar e 208 - 2º andarRecife /PE. CEP: 50303-200.",Diversos Mercados,Cloud/Datacenter,"Com 20 anos atuando n mercado de TIC, somos o primeiro e único Datacenter TierIII do estado de Pernambuco","compliance; ,proteção; ,lgpd; ,produtividade; ,Oracle; ,DBA; ,Sustentação de Banco; ,SQL SERVER; ,MySQL; ,Manutenção de Banco; ,Atendimento DBA; ,saas; ,nuvem; ,link; ,internet; ,conectividade; ,telecom; ,telecomunicações; ,wifi; ,provedor de internet; ,operadora de internet; ,fibra óptica; ,banda larga; ,TI; ,Huawei Cloud; ,Cloud; ,mobile; ,Infraestrutura; ,Cabeamento estruturado; ,Virtualização ESXI; ,Firewall; ,Servidores linux e windows; ,Backup banco de dados; ,Service desk; ,Help desk; ,suporte; ,infraestrutura em nuvem; ,Microsoft 365; ,Microsoft; ,E-mail; ,WatchGuard; ,Backup; ,Cloud Security; ,NOC; ,ux design; ,link dedicado; ,tecnologia; ,Videomonitoramento; ,Video; ,Imagem; ,Suporte Técnico; ,Cloud Computing; ,Consultoria em TI; ,Soluções em Tecnologia; ,soc; ,iso 27001; "
suporte gerencial,(81)99354-3465,marketing@suportegerencial.com.br,www.suportegerencial.com.br,"rua da guia, 135 - Recife/AC. CEP: 50030-210.",Diversos Mercados,Transformação Digital,"Há 18 anos no mercado de tecnologia com matriz localizada no Porto Digital um dos maiores parques tecnológicos do mundo na cidade do Recife, a Suporte Gerencial também atua em cidades como Manaus, São Paulo, João Pessoa, com clientes em todo o Brasil. 
Oferecemos soluções personalizadas em produtos e serviços que visam proporcionar relevante melhoria na execução das atividades de nossos clientes em busca da excelência em gestão. 
Profissionais experientes atuam desde o diagnóstico, elaboração da arquitetura de processos, desenvolvimento de melhorias até a automação dos processos de negócios e nossas plataformas integradas resultam em maior eficiência e proporcionam consistência, confiabilidade, e, nesse sentido, quando necessário, integramos sistemas existentes às nossas soluções de forma colaborativa e personalizada no âmbito da qualidade, educação e saúde apoiados nos sistemas de gestão SG-EDU e SG SAÚDE e em parceria com a SoftExpert. 
Nossos sistemas ajudam as organizações a automatizar processos de gerenciamento de documentos e registros, processos de negócios, indicadores de desempenho estratégico e operacional, entre outros. 

Conheça um pouco dos nossos serviços:

SOFTEXPERT
A SoftExpert é uma empresa líder de mercado em soluções integrada de conformidade, inovação e transformação. Oferece soluções excepcionais, que integram a modelagem, a implementação, a execução, o controle e o monitoramento de demandas de aplicações empresariais variadas.

SG EDU
O Sistema SG-EDU, oferece soluções que otimizam a gestão de instituições de ensino privadas e públicas independente. Desenvolvemos um completo software de gestão educacional que permite o controle integrado entre as áreas acadêmica, pedagógica, financeira e administrativa das instituições públicas e privadas. 
A instituição passa a ter controle de merenda e estoque, interage em conjunto com pais e alunos podendo emitir relatórios e documentos personalizados a partir de um sistema certificado pela LGPD.

SG SAÚDE
Com foco no atendimento e relacionamento entre médicos e pacientes, o SG-Saúde possibilita o aumento da eficiência na assistência e, principalmente, proporciona satisfação aos que precisam de cuidados. Permitindo assim, agendamentos e atendimentos de pacientes online, conforme a especialidade desejada, de forma fácil e intuitiva e disponibiliza o acesso do médico à ficha de anamnese, fichas personalizadas, assinatura eletrônica, exames, prescrições e histórico de atendimentos, garantindo, entre outros pontos, a continuidade dos registros ao longo da vida dos pacientes.","consultoria; ,negócios; ,governança; ,lgpd; ,produtividade; ,eficiência; ,Gestão escolar; ,Software escolar; ,sitema de gestão escolar; ,sistema de gestão; ,gestão; ,Transformação Figital; "
STEPPS,(81)99749-9941,contato@stepps.com.br,https://www.stepps.com.br/,"Rua do Cupim, 132 - Recife/PE. CEP: 52011070.",IndusTech,BigData&Analytics,"A Stepps desenvolveu, dentro do Porto Digital, um portfólio de soluções que unem design, engenharia e estatística às tecnologias mais avançada de Machine Learning e Visão Computacional. Da previsão de estoques, até algoritmos para analisar as interações entre humanos e máquinas nas linhas de produção, conseguimos gerar dados que antes não eram possíveis de serem coletados, parar gerar tomadas de decisão ainda mais precisas.","I.A.; ,ANÁLISE DE DADOS; ,visão computacional; "
STEFANINI (SCALA),(81)98179-7100,mirna.machado@scalait.com,www.scalait.com,"Av.Eusebio Matoso, 1385 - São Paulo/SP. CEP: 05423-180.",Diversos Mercados,BigData&Analytics,"A SCALA é uma empresa do GRUPO STEFANINI, focada na integração de soluções de TI com as seguintes especialidades: Analytics, HyperAutomação, Integração de Aplicações e Observabilidade. Executamos projetos de consultoria e implementação, vendas de soluções, sustentação das soluções, entre outros serviços que envolvam todo tipo de complexidade e integração. Somos uma empresa multi industria e com profissionais altamente capacitados. Temos uma plataforma de Dados como serviços e outros produtos para entregar governança de dados : 
🔹Business Insights
🔹Data Scraper e Data Store
🔹Reports
🔹Data Quality
🔹Data Ingestion","ANÁLISE DE DADOS; ,I.A.; ,consultoria; ,AUTOMAÇÃO; ,Inteligência Artificial; ,Ciência de dados; ,AWS; ,dashboards; ,business inteligence; ,Backup banco de dados; ,tecnologia; ,Machine Learning; ,Azure; ,saas; ,BigData; ,Crawler; ,DaaS; ,IBM; ,otimizacao; ,predicao; ,prescricao; ,datawarehouse; ,Integracao de Aplicacoes; "
StarGate Sistemas,(81)98160-1557,fgricardo@live.com,http:/stargatesistemas.com,"AV. PRESIDENTE KENNEDY, 4691 - AP 101JABOATAO DOS GUARARAPES/AC. CEP: 54440-480.",IndusTech,Consultoria em Negócios,"A STARGATE SISTEMAS trabalha na consultoria e desenvolvimento de sistemas/software  e personalizados com base na necessidade do cliente/usuário. 
Elaboramos o POP (Procedimento Operacional Padrão) para padronizar de forma eficiente e segura toda a rotina da empresa.
Serviços que já realizamos em diversos segmentos:
- Prestadoras de Serviços Industriais: Automatização no cadastro de funcionários e elaboração de documentos para serem enviados ao registro no DP e para controle das empresas contratantes;
- Industria química hospitalar: Desenvolvimento de software para rastreabilidade dos materiais na entrada como matéria-prima  e saída como produto acabado, planejamento de produção, apuração do custo de fabricação e codificação do produtos, mapeamento das vendas;
- Empresas de coleta e reciclagem: Processo de controle de retirada e destinação do material coletado de acordo com as normas ambientais regularizadoras.
- Industria de equipamentos: Auxilio na implantação do sistema Proteus/Totvs.
- Outras empresas: auxilio do desenvolvimentos e atualização do software fazendo a ponte programador/cliente.

","sistema de gestão; ,erp; ,Gestão da inovação; ,Desenvolvimento de Software ; ,Soluções em Tecnologia; ,Integracao de Aplicacoes; "
SRI AUTOMACAO,(81)99232-7051,mario@sriautomacao.com.br,www.srionline.com.br,"RUA SILVEIRA LOBO , 30 - RECIFE/PE. CEP: 52061-030.",Diversos Mercados,ERP,"Atuamos de forma associada ao cliente me busca de implantar um ERP simples, confiável aumento as expectativas de controle e resultados","DESENVOLVIMENTO WEB; ,venda online; ,consultoria; "
SPINCARE,(11)96953-6138,financeiro@pulsati.com.br,https://spincare.com.br/,"RUA XV DE NOVEMBRO , 759 - SALA 1201 A 1210BLUMENAU/SC. CEP: 89010-001.",HealthTech,SaaS ,"O SpinCare é um Software de gestão moderno e acessível para empresas de Home Care e cuidadores, que simplifica e organiza o controle e a rotina das equipes de atendimento. Somos tecnologia em saúde focada no segmento da saúde domiciliar.
Ajudamos empresas de home care e de cuidadores a alcançarem grandes resultados através do controle da operação e com processo automatizados.
Com sistema de gestão em nuvem integrado a um aplicativo para profissionais e familiares geramos informações em tempo real para monitorar as atividades em campo e melhorar a eficiência do home care.",TI; 
